312.006, 129.489, 3.497,  3.620 False
311.889, 129.489, 3.532,  3.653 False
311.770, 129.489, 3.564,  3.686 False
311.651, 129.489, 3.599,  3.719 False
311.530, 129.489, 3.632,  3.752 False
311.408, 129.489, 3.666,  3.785 False
311.285, 129.489, 3.699,  3.818 False
311.161, 129.489, 3.733,  3.851 False
311.035, 129.489, 3.766,  3.884 False
310.909, 129.489, 3.801,  3.917 False
310.781, 129.489, 3.833,  3.950 False
310.653, 129.489, 3.867,  3.983 False
310.523, 129.489, 3.899,  4.016 False
310.392, 129.489, 3.933,  4.049 False
310.260, 129.489, 3.965,  4.082 False
310.127, 129.489, 3.998,  4.115 False
309.993, 129.489, 4.030,  4.148 False
309.858, 129.489, 4.063,  4.181 False
309.722, 129.489, 4.094,  4.214 False
309.585, 129.489, 4.126,  4.247 False
309.446, 129.489, 4.157,  4.280 False
309.307, 129.489, 4.189,  4.313 False
309.167, 129.489, 4.220,  4.346 False
309.025, 129.489, 4.253,  4.379 False
308.883, 129.489, 4.283,  4.412 False
308.739, 129.489, 4.316,  4.445 False
308.594, 129.489, 4.346,  4.478 False
308.449, 129.489, 4.379,  4.511 False
308.302, 129.489, 4.410,  4.544 False
308.154, 129.489, 4.442,  4.577 False
308.005, 129.489, 4.473,  4.610 False
307.856, 129.489, 4.505,  4.643 False
307.705, 129.489, 4.536,  4.676 False
307.553, 129.489, 4.568,  4.709 False
307.400, 129.489, 4.598,  4.742 False
307.246, 129.489, 4.630,  4.775 False
307.090, 129.489, 4.661,  4.808 False
306.934, 129.489, 4.693,  4.841 False
306.777, 129.493, 4.714,  4.874 False
306.620, 129.500, 4.741,  4.907 False
306.461, 129.508, 4.774,  4.940 False
306.301, 129.516, 4.811,  4.973 False
306.140, 129.526, 4.845,  5.006 False
305.978, 129.536, 4.880,  5.039 False
305.815, 129.548, 4.911,  5.072 False
305.650, 129.560, 4.944,  5.105 False
305.485, 129.574, 4.972,  5.138 False
305.319, 129.588, 5.004,  5.171 False
305.152, 129.604, 5.032,  5.204 False
304.985, 129.621, 5.068,  5.237 False
304.816, 129.639, 5.096,  5.270 False
304.646, 129.657, 5.131,  5.303 False
304.475, 129.677, 5.154,  5.336 False
304.304, 129.698, 5.172,  5.369 False
304.133, 129.720, 5.173,  5.402 False
303.963, 129.742, 5.170,  5.435 False
303.792, 129.766, 5.169,  5.468 False
303.622, 129.791, 5.179,  5.501 False
303.450, 129.815, 5.201,  5.534 False
303.278, 129.839, 5.231,  5.567 False
303.104, 129.864, 5.264,  5.600 False
302.930, 129.890, 5.304,  5.633 False
302.754, 129.916, 5.346,  5.666 False
302.576, 129.944, 5.391,  5.699 False
302.397, 129.971, 5.435,  5.732 False
302.217, 129.998, 5.481,  5.765 False
302.035, 130.026, 5.523,  5.798 False
301.852, 130.055, 5.565,  5.831 False
301.668, 130.084, 5.603,  5.864 False
301.482, 130.114, 5.643,  5.897 False
301.296, 130.146, 5.678,  5.930 False
301.108, 130.178, 5.716,  5.963 False
300.920, 130.212, 5.751,  5.996 False
300.730, 130.248, 5.788,  6.029 False
300.540, 130.282, 5.825,  6.062 False
300.348, 130.316, 5.863,  6.095 False
300.154, 130.351, 5.896,  6.128 False
299.960, 130.387, 5.931,  6.161 False
299.765, 130.422, 5.964,  6.194 False
299.569, 130.458, 5.998,  6.227 False
299.371, 130.493, 6.029,  6.260 False
299.172, 130.529, 6.062,  6.293 False
298.973, 130.566, 6.093,  6.326 False
298.772, 130.603, 6.126,  6.359 False
298.571, 130.640, 6.157,  6.392 False
298.368, 130.677, 6.191,  6.425 False
298.165, 130.715, 6.222,  6.458 False
297.960, 130.754, 6.255,  6.491 False
297.754, 130.793, 6.286,  6.524 False
297.548, 130.832, 6.320,  6.557 False
297.340, 130.871, 6.350,  6.590 False
297.131, 130.911, 6.383,  6.623 False
296.921, 130.951, 6.413,  6.656 False
296.711, 130.991, 6.446,  6.689 False
296.499, 131.031, 6.476,  6.722 False
296.286, 131.071, 6.509,  6.755 False
296.072, 131.112, 6.539,  6.788 False
295.857, 131.153, 6.572,  6.821 False
295.641, 131.194, 6.601,  6.854 False
295.424, 131.235, 6.634,  6.887 False
295.206, 131.277, 6.664,  6.920 False
294.987, 131.319, 6.696,  6.953 False
294.767, 131.361, 6.726,  6.986 False
294.546, 131.403, 6.758,  7.019 False
294.324, 131.445, 6.787,  7.052 False
294.101, 131.488, 6.819,  7.085 False
293.877, 131.530, 6.848,  7.118 False
293.652, 131.573, 6.880,  7.151 False
293.426, 131.616, 6.908,  7.184 False
293.199, 131.659, 6.939,  7.217 False
292.971, 131.702, 6.967,  7.250 False
292.742, 131.745, 6.998,  7.283 False
292.512, 131.789, 7.025,  7.316 False
292.282, 131.832, 7.056,  7.349 False
292.050, 131.876, 7.084,  7.382 False
291.817, 131.920, 7.115,  7.415 False
291.583, 131.964, 7.143,  7.448 False
291.348, 132.008, 7.174,  7.481 False
291.113, 132.052, 7.201,  7.514 False
290.876, 132.096, 7.233,  7.547 False
290.638, 132.140, 7.260,  7.580 False
290.399, 132.184, 7.291,  7.613 False
290.160, 132.228, 7.319,  7.646 False
289.919, 132.272, 7.350,  7.679 False
289.677, 132.317, 7.378,  7.712 False
289.435, 132.361, 7.409,  7.745 False
289.191, 132.405, 7.437,  7.778 False
288.946, 132.449, 7.468,  7.811 False
288.701, 132.494, 7.495,  7.844 False
288.454, 132.537, 7.526,  7.877 False
288.206, 132.581, 7.553,  7.910 False
287.957, 132.625, 7.584,  7.943 False
287.708, 132.669, 7.611,  7.976 False
287.457, 132.713, 7.641,  8.009 False
287.205, 132.753, 7.662,  8.042 False
286.952, 132.791, 7.689,  8.075 False
286.698, 132.827, 7.715,  8.108 False
286.442, 132.862, 7.748,  8.141 False
286.185, 132.895, 7.777,  8.174 False
285.927, 132.926, 7.808,  8.207 False
285.667, 132.955, 7.838,  8.240 False
285.407, 132.982, 7.867,  8.273 False
285.145, 133.007, 7.897,  8.306 False
284.882, 133.030, 7.926,  8.339 False
284.618, 133.052, 7.955,  8.372 False
284.353, 133.073, 7.987,  8.405 False
284.087, 133.093, 8.014,  8.438 False
283.820, 133.112, 8.045,  8.471 False
283.552, 133.129, 8.071,  8.504 False
283.283, 133.145, 8.102,  8.537 False
283.012, 133.160, 8.127,  8.570 False
282.741, 133.172, 8.157,  8.603 False
282.469, 133.182, 8.185,  8.636 False
282.195, 133.191, 8.215,  8.669 False
281.921, 133.198, 8.243,  8.702 False
281.646, 133.203, 8.268,  8.735 False
281.370, 133.207, 8.290,  8.768 False
281.093, 133.211, 8.309,  8.801 False
280.816, 133.213, 8.323,  8.834 False
280.538, 133.214, 8.336,  8.867 False
280.260, 133.214, 8.345,  8.900 False
279.982, 133.211, 8.353,  8.933 False
279.704, 133.207, 8.361,  8.966 False
279.425, 133.201, 8.368,  8.999 False
279.146, 133.195, 8.374,  9.032 False
278.867, 133.186, 8.378,  9.065 False
278.588, 133.177, 8.383,  9.098 False
278.309, 133.168, 8.388,  9.131 False
278.030, 133.157, 8.390,  9.164 False
277.750, 133.145, 8.393,  9.197 False
277.471, 133.132, 8.395,  9.230 False
277.192, 133.118, 8.397,  9.263 False
276.912, 133.102, 8.398,  9.296 False
276.633, 133.085, 8.398,  9.329 False
276.354, 133.067, 8.399,  9.362 False
276.074, 133.048, 8.400,  9.395 False
275.795, 133.028, 8.401,  9.428 False
275.516, 133.006, 8.401,  9.461 False
275.237, 132.984, 8.402,  9.494 False
274.958, 132.961, 8.402,  9.527 False
274.679, 132.938, 8.402,  9.560 False
274.400, 132.914, 8.402,  9.593 False
274.121, 132.889, 8.401,  9.626 False
273.842, 132.863, 8.401,  9.659 False
273.564, 132.836, 8.400,  9.692 False
273.285, 132.808, 8.399,  9.725 False
273.007, 132.780, 8.398,  9.758 False
272.729, 132.750, 8.398,  9.791 False
272.450, 132.720, 8.397,  9.824 False
272.172, 132.691, 8.397,  9.857 False
271.894, 132.661, 8.396,  9.890 False
271.615, 132.631, 8.395,  9.923 False
271.337, 132.600, 8.394,  9.956 False
271.060, 132.568, 8.393,  9.989 False
270.782, 132.535, 8.392, 10.022 False
270.504, 132.501, 8.390, 10.055 False
270.227, 132.468, 8.389, 10.088 False
269.949, 132.434, 8.389, 10.121 False
269.672, 132.399, 8.388, 10.154 False
269.394, 132.364, 8.387, 10.187 False
269.117, 132.329, 8.386, 10.220 False
268.840, 132.294, 8.385, 10.253 False
268.562, 132.259, 8.384, 10.286 False
268.285, 132.223, 8.383, 10.319 False
268.008, 132.187, 8.382, 10.352 False
267.731, 132.152, 8.381, 10.385 False
267.454, 132.115, 8.380, 10.418 False
267.177, 132.078, 8.379, 10.451 False
266.900, 132.041, 8.378, 10.484 False
266.624, 132.004, 8.377, 10.517 False
266.347, 131.966, 8.376, 10.550 False
266.071, 131.928, 8.375, 10.583 False
265.794, 131.890, 8.374, 10.616 False
265.518, 131.852, 8.373, 10.649 False
265.241, 131.814, 8.372, 10.682 False
264.965, 131.777, 8.372, 10.715 False
264.688, 131.739, 8.371, 10.748 False
264.412, 131.701, 8.370, 10.781 False
264.135, 131.663, 8.369, 10.814 False
263.859, 131.625, 8.368, 10.847 False
263.583, 131.587, 8.367, 10.880 False
263.306, 131.549, 8.367, 10.913 False
263.030, 131.511, 8.366, 10.946 False
262.754, 131.473, 8.365, 10.979 False
262.478, 131.435, 8.364, 11.012 False
262.201, 131.397, 8.363, 11.045 False
261.925, 131.359, 8.363, 11.078 False
261.649, 131.321, 8.362, 11.111 False
261.373, 131.284, 8.361, 11.144 False
261.097, 131.246, 8.361, 11.177 False
260.821, 131.208, 8.360, 11.210 False
260.545, 131.171, 8.359, 11.243 False
260.268, 131.133, 8.359, 11.276 False
259.992, 131.096, 8.358, 11.309 False
259.716, 131.058, 8.358, 11.342 False
259.440, 131.021, 8.357, 11.375 False
259.164, 130.984, 8.356, 11.408 False
258.888, 130.947, 8.356, 11.441 False
258.612, 130.910, 8.355, 11.474 False
258.336, 130.873, 8.355, 11.507 False
258.060, 130.836, 8.354, 11.540 False
257.784, 130.800, 8.354, 11.573 False
257.508, 130.763, 8.353, 11.606 False
257.232, 130.728, 8.352, 11.639 False
256.956, 130.692, 8.352, 11.672 False
256.680, 130.656, 8.352, 11.705 False
256.403, 130.620, 8.351, 11.738 False
256.127, 130.585, 8.351, 11.771 False
255.851, 130.550, 8.350, 11.804 False
255.575, 130.515, 8.350, 11.837 False
255.299, 130.481, 8.349, 11.870 False
255.023, 130.446, 8.349, 11.903 False
254.747, 130.411, 8.349, 11.936 False
254.470, 130.377, 8.348, 11.969 False
254.194, 130.343, 8.348, 12.002 False
253.918, 130.309, 8.348, 12.035 False
253.642, 130.276, 8.347, 12.068 False
253.366, 130.243, 8.347, 12.101 False
253.089, 130.210, 8.346, 12.134 False
252.813, 130.177, 8.346, 12.167 False
252.537, 130.144, 8.346, 12.200 False
252.260, 130.112, 8.345, 12.233 False
251.984, 130.080, 8.345, 12.266 False
251.708, 130.048, 8.345, 12.299 False
251.432, 130.016, 8.345, 12.332 False
251.155, 129.985, 8.344, 12.365 False
250.879, 129.954, 8.344, 12.398 False
250.602, 129.923, 8.344, 12.431 False
250.326, 129.893, 8.343, 12.464 False
250.049, 129.863, 8.343, 12.497 False
249.773, 129.833, 8.343, 12.530 False
249.496, 129.803, 8.343, 12.563 False
249.220, 129.773, 8.342, 12.596 False
248.943, 129.744, 8.342, 12.629 False
248.667, 129.716, 8.342, 12.662 False
248.390, 129.687, 8.342, 12.695 False
248.114, 129.659, 8.342, 12.728 False
247.837, 129.631, 8.341, 12.761 False
247.560, 129.604, 8.341, 12.794 False
247.283, 129.576, 8.341, 12.827 False
247.007, 129.549, 8.341, 12.860 False
246.730, 129.523, 8.340, 12.893 False
246.453, 129.498, 8.340, 12.926 False
246.176, 129.472, 8.340, 12.959 False
245.900, 129.446, 8.340, 12.992 False
245.623, 129.421, 8.340, 13.025 False
245.346, 129.397, 8.339, 13.058 False
245.069, 129.372, 8.339, 13.091 False
244.792, 129.348, 8.339, 13.124 False
244.515, 129.325, 8.339, 13.157 False
244.238, 129.302, 8.339, 13.190 False
243.961, 129.279, 8.339, 13.223 False
243.684, 129.256, 8.339, 13.256 False
243.407, 129.234, 8.338, 13.289 False
243.130, 129.212, 8.338, 13.322 False
242.853, 129.190, 8.338, 13.355 False
242.576, 129.168, 8.338, 13.388 False
242.298, 129.147, 8.338, 13.421 False
242.021, 129.126, 8.338, 13.454 False
241.744, 129.105, 8.338, 13.487 False
241.467, 129.085, 8.338, 13.520 False
241.190, 129.066, 8.337, 13.553 False
240.912, 129.047, 8.337, 13.586 False
240.635, 129.028, 8.337, 13.619 False
240.358, 129.009, 8.337, 13.652 False
240.081, 128.991, 8.337, 13.685 False
239.803, 128.973, 8.337, 13.718 False
239.526, 128.955, 8.337, 13.751 False
239.249, 128.938, 8.337, 13.784 False
238.971, 128.922, 8.336, 13.817 False
238.694, 128.905, 8.337, 13.850 False
238.416, 128.888, 8.337, 13.883 False
238.139, 128.872, 8.337, 13.916 False
237.862, 128.857, 8.336, 13.949 False
237.584, 128.842, 8.336, 13.982 False
237.307, 128.827, 8.336, 14.015 False
237.029, 128.812, 8.336, 14.048 False
236.752, 128.798, 8.336, 14.081 False
236.474, 128.783, 8.336, 14.114 False
236.197, 128.769, 8.336, 14.147 False
235.919, 128.755, 8.336, 14.180 False
235.642, 128.743, 8.335, 14.213 False
235.364, 128.731, 8.335, 14.246 False
235.086, 128.719, 8.335, 14.279 False
234.809, 128.706, 8.336, 14.312 False
234.531, 128.695, 8.335, 14.345 False
234.254, 128.684, 8.335, 14.378 False
233.976, 128.673, 8.335, 14.411 False
233.698, 128.662, 8.335, 14.444 False
233.421, 128.651, 8.335, 14.477 False
233.143, 128.641, 8.335, 14.510 False
232.865, 128.631, 8.335, 14.543 False
232.588, 128.621, 8.335, 14.576 False
232.310, 128.612, 8.335, 14.609 False
232.032, 128.604, 8.335, 14.642 False
231.755, 128.595, 8.335, 14.675 False
231.477, 128.586, 8.335, 14.708 False
231.199, 128.578, 8.335, 14.741 False
230.921, 128.569, 8.335, 14.774 False
230.644, 128.562, 8.335, 14.807 False
230.366, 128.554, 8.335, 14.840 False
230.088, 128.546, 8.335, 14.873 False
229.811, 128.539, 8.335, 14.906 False
229.533, 128.532, 8.335, 14.939 False
229.255, 128.525, 8.334, 14.972 False
228.977, 128.519, 8.334, 15.005 False
228.700, 128.513, 8.335, 15.038 False
228.422, 128.507, 8.335, 15.071 False
228.144, 128.501, 8.335, 15.104 False
227.866, 128.496, 8.334, 15.137 False
227.588, 128.490, 8.334, 15.170 False
227.311, 128.485, 8.334, 15.203 False
227.033, 128.480, 8.334, 15.236 False
226.755, 128.476, 8.334, 15.269 False
226.477, 128.472, 8.334, 15.302 False
226.200, 128.467, 8.334, 15.335 False
225.922, 128.463, 8.334, 15.368 False
225.644, 128.460, 8.334, 15.401 False
225.366, 128.456, 8.334, 15.434 False
225.088, 128.453, 8.334, 15.467 False
224.811, 128.450, 8.334, 15.500 False
224.533, 128.448, 8.334, 15.533 False
224.255, 128.445, 8.334, 15.566 False
223.977, 128.443, 8.334, 15.599 False
223.700, 128.441, 8.334, 15.632 False
223.422, 128.439, 8.334, 15.665 False
223.144, 128.437, 8.334, 15.698 False
222.866, 128.435, 8.334, 15.731 False
222.588, 128.434, 8.334, 15.764 False
222.311, 128.432, 8.334, 15.797 False
222.033, 128.431, 8.334, 15.830 False
221.755, 128.431, 8.334, 15.863 False
221.477, 128.430, 8.334, 15.896 False
221.199, 128.429, 8.334, 15.929 False
220.921, 128.429, 8.334, 15.962 False
220.644, 128.429, 8.334, 15.995 False
220.366, 128.429, 8.334, 16.028 False
220.088, 128.430, 8.333, 16.061 False
219.810, 128.431, 8.333, 16.094 False
219.533, 128.432, 8.334, 16.127 False
219.255, 128.433, 8.334, 16.160 False
218.977, 128.435, 8.333, 16.193 False
218.699, 128.437, 8.334, 16.226 False
218.421, 128.438, 8.334, 16.259 False
218.144, 128.440, 8.334, 16.292 False
217.866, 128.442, 8.334, 16.325 False
217.588, 128.444, 8.334, 16.358 False
217.310, 128.447, 8.334, 16.391 False
217.033, 128.449, 8.334, 16.424 False
216.755, 128.452, 8.334, 16.457 False
216.477, 128.455, 8.334, 16.490 False
216.199, 128.457, 8.334, 16.523 False
215.921, 128.461, 8.334, 16.556 False
215.644, 128.464, 8.334, 16.589 False
215.366, 128.467, 8.334, 16.622 False
215.088, 128.471, 8.333, 16.655 False
214.810, 128.474, 8.333, 16.688 False
214.533, 128.478, 8.333, 16.721 False
214.255, 128.482, 8.333, 16.754 False
213.977, 128.486, 8.333, 16.787 False
213.699, 128.491, 8.333, 16.820 False
213.422, 128.495, 8.333, 16.853 False
213.144, 128.500, 8.333, 16.886 False
212.866, 128.505, 8.333, 16.919 False
212.588, 128.510, 8.333, 16.952 False
212.311, 128.515, 8.333, 16.985 False
212.033, 128.520, 8.333, 17.018 False
211.755, 128.526, 8.333, 17.051 False
211.477, 128.531, 8.333, 17.084 False
211.200, 128.537, 8.333, 17.117 False
210.922, 128.542, 8.333, 17.150 False
210.644, 128.548, 8.333, 17.183 False
210.367, 128.554, 8.333, 17.216 False
210.089, 128.560, 8.333, 17.249 False
209.811, 128.567, 8.333, 17.282 False
209.533, 128.574, 8.333, 17.315 False
209.256, 128.581, 8.333, 17.348 False
208.978, 128.588, 8.333, 17.381 False
208.700, 128.594, 8.333, 17.414 False
208.423, 128.601, 8.333, 17.447 False
208.145, 128.608, 8.333, 17.480 False
207.867, 128.616, 8.333, 17.513 False
207.590, 128.623, 8.333, 17.546 False
207.312, 128.630, 8.333, 17.579 False
207.034, 128.637, 8.333, 17.612 False
206.756, 128.645, 8.333, 17.645 False
206.479, 128.652, 8.333, 17.678 False
206.201, 128.660, 8.333, 17.711 False
205.924, 128.667, 8.333, 17.744 False
205.646, 128.675, 8.333, 17.777 False
205.368, 128.683, 8.333, 17.810 False
205.091, 128.691, 8.333, 17.843 False
204.813, 128.698, 8.333, 17.876 False
204.535, 128.706, 8.333, 17.909 False
204.258, 128.714, 8.333, 17.942 False
203.980, 128.722, 8.333, 17.975 False
203.702, 128.730, 8.333, 18.008 False
203.425, 128.738, 8.333, 18.041 False
203.147, 128.746, 8.333, 18.074 False
202.869, 128.755, 8.333, 18.107 False
202.592, 128.763, 8.333, 18.140 False
202.314, 128.771, 8.333, 18.173 False
202.036, 128.779, 8.333, 18.206 False
201.759, 128.788, 8.333, 18.239 False
201.481, 128.796, 8.333, 18.272 False
201.203, 128.805, 8.333, 18.305 False
200.926, 128.813, 8.333, 18.338 False
200.648, 128.821, 8.333, 18.371 False
200.370, 128.830, 8.333, 18.404 False
200.093, 128.838, 8.333, 18.437 False
199.815, 128.847, 8.333, 18.470 False
199.537, 128.856, 8.333, 18.503 False
199.260, 128.864, 8.333, 18.536 False
198.982, 128.873, 8.333, 18.569 False
198.704, 128.882, 8.333, 18.602 False
198.427, 128.890, 8.333, 18.635 False
198.149, 128.899, 8.333, 18.668 False
197.872, 128.908, 8.333, 18.701 False
197.594, 128.916, 8.333, 18.734 False
197.316, 128.925, 8.333, 18.767 False
197.039, 128.934, 8.333, 18.800 False
196.761, 128.943, 8.333, 18.833 False
196.484, 128.951, 8.333, 18.866 False
196.206, 128.960, 8.333, 18.899 False
195.928, 128.969, 8.333, 18.932 False
195.651, 128.978, 8.333, 18.965 False
195.373, 128.987, 8.333, 18.998 False
195.095, 128.995, 8.333, 19.031 False
194.818, 129.004, 8.333, 19.064 False
194.540, 129.013, 8.333, 19.097 False
194.263, 129.022, 8.333, 19.130 False
193.985, 129.031, 8.333, 19.163 False
193.707, 129.039, 8.333, 19.196 False
193.430, 129.048, 8.333, 19.229 False
193.152, 129.057, 8.333, 19.262 False
192.875, 129.066, 8.333, 19.295 False
192.597, 129.074, 8.333, 19.328 False
192.319, 129.083, 8.333, 19.361 False
192.042, 129.092, 8.333, 19.394 False
191.764, 129.101, 8.333, 19.427 False
191.486, 129.109, 8.333, 19.460 False
191.209, 129.118, 8.333, 19.493 False
190.931, 129.127, 8.333, 19.526 False
190.654, 129.135, 8.333, 19.559 False
190.376, 129.144, 8.333, 19.592 False
190.098, 129.153, 8.333, 19.625 False
189.821, 129.161, 8.333, 19.658 False
189.543, 129.170, 8.333, 19.691 False
189.265, 129.178, 8.333, 19.724 False
188.988, 129.187, 8.333, 19.757 False
188.710, 129.195, 8.333, 19.790 False
188.432, 129.203, 8.333, 19.823 False
188.155, 129.212, 8.333, 19.856 False
187.877, 129.220, 8.333, 19.889 False
187.600, 129.229, 8.333, 19.922 False
187.322, 129.237, 8.333, 19.955 False
187.044, 129.245, 8.333, 19.988 False
186.767, 129.253, 8.333, 20.021 False
186.489, 129.261, 8.333, 20.054 False
186.211, 129.270, 8.333, 20.087 False
185.934, 129.278, 8.333, 20.120 False
185.656, 129.286, 8.333, 20.153 False
185.378, 129.294, 8.333, 20.186 False
185.101, 129.302, 8.333, 20.219 False
184.823, 129.309, 8.333, 20.252 False
184.545, 129.317, 8.333, 20.285 False
184.268, 129.324, 8.333, 20.318 False
183.990, 129.332, 8.333, 20.351 False
183.712, 129.339, 8.333, 20.384 False
183.435, 129.347, 8.333, 20.417 False
183.157, 129.354, 8.333, 20.450 False
182.879, 129.362, 8.333, 20.483 False
182.602, 129.369, 8.333, 20.516 False
182.324, 129.376, 8.333, 20.549 False
182.046, 129.384, 8.333, 20.582 False
181.769, 129.391, 8.333, 20.615 False
181.491, 129.398, 8.333, 20.648 False
181.213, 129.405, 8.333, 20.681 False
180.936, 129.412, 8.333, 20.714 False
180.658, 129.419, 8.333, 20.747 False
180.380, 129.426, 8.333, 20.780 False
180.103, 129.433, 8.333, 20.813 False
179.825, 129.439, 8.333, 20.846 False
179.547, 129.446, 8.333, 20.879 False
179.269, 129.453, 8.333, 20.912 False
178.992, 129.460, 8.333, 20.945 False
178.714, 129.466, 8.333, 20.978 False
178.436, 129.473, 8.333, 21.011 False
178.159, 129.479, 8.333, 21.044 False
177.881, 129.486, 8.333, 21.077 False
177.603, 129.492, 8.333, 21.110 False
177.326, 129.498, 8.333, 21.143 False
177.048, 129.504, 8.333, 21.176 False
176.770, 129.510, 8.333, 21.209 False
176.493, 129.517, 8.333, 21.242 False
176.215, 129.523, 8.333, 21.275 False
175.937, 129.529, 8.333, 21.308 False
175.659, 129.535, 8.333, 21.341 False
175.382, 129.540, 8.333, 21.374 False
175.104, 129.546, 8.333, 21.407 False
174.826, 129.552, 8.333, 21.440 False
174.549, 129.557, 8.333, 21.473 False
174.271, 129.563, 8.333, 21.506 False
173.993, 129.569, 8.333, 21.539 False
173.716, 129.574, 8.330, 21.572 False
173.439, 129.579, 8.310, 21.605 False
173.162, 129.585, 8.281, 21.638 False
172.888, 129.590, 8.228, 21.671 False
172.616, 129.595, 8.143, 21.704 False
172.349, 129.599, 8.033, 21.737 False
172.085, 129.604, 7.903, 21.770 False
171.826, 129.608, 7.759, 21.803 False
171.572, 129.613, 7.600, 21.836 False
171.324, 129.616, 7.433, 21.869 False
171.082, 129.620, 7.262, 21.902 False
170.845, 129.623, 7.085, 21.935 False
